Accuracy,Precision_Non_PS,Recall_Non_PS,F1_Non_PS,Precision_PS,Recall_PS,F1_PS,Support_Non_PS,Support_PS,Model,Training_Samples,Test_Samples
0.866877971473851,0.8835546475995915,0.941240478781284,0.9114857744994732,0.8091872791519434,0.6676384839650146,0.7316293929712461,919,343,SVM (RBF),5046,1262
